date,title,translated_title,file,link
04.09.2019,Ak Parti Sivas İl Teşkilatı’nda Yaptıkları Konuşma,Speech by Ak Party Sivas Provincial Organization,PresSpeech567.txt,https://www.tccb.gov.tr/konusmalar/353/109519/ak-parti-sivas-il-teskilati-nda-yaptiklari-konusma
04.09.2019,Sivas Kongresi’nin 100. Yıl Dönümü Programında Yaptıkları Konuşma,Their Speech at the 100th Anniversary Program of the Sivas Congress,PresSpeech568.txt,https://www.tccb.gov.tr/konusmalar/353/109515/sivas-kongresi-nin-100-yil-donumu-programinda-yaptiklari-konusma
02.09.2019,Adli Yıl Açılış Töreninde Yaptıkları Konuşma,Speech at the Judicial Year Opening Ceremony,PresSpeech569.txt,https://www.tccb.gov.tr/konusmalar/353/109470/adli-yil-acilis-toreninde-yaptiklari-konusma
01.09.2019,Konya’da Toplu Açılış Töreninde Yaptığı Konuşma,Speech at the Mass Opening Ceremony in Konya,PresSpeech570.txt,https://www.tccb.gov.tr/konusmalar/353/109484/konya-da-toplu-acilis-toreninde-yaptigi-konusma
01.09.2019,Ak Parti Konya İl Başkanlığı Tarafından Düzenlenen Programda Yaptıkları Konuşma,Speech in the Program Organized by the AK Party Konya Provincial Presidency,PresSpeech571.txt,https://www.tccb.gov.tr/konusmalar/353/109501/ak-parti-konya-il-baskanligi-tarafindan-duzenlenen-programda-yaptiklari-konusma
31.08.2019,Balık Sezonu Açılışında Yaptığı Konuşma,Speech at the Opening of Fish Season,PresSpeech572.txt,https://www.tccb.gov.tr/konusmalar/353/109485/balik-sezonu-acilisinda-yaptigi-konusma
31.08.2019,Harp Okulları Diploma ve Sancak Devir Teslim Töreninde Yaptıkları Konuşma ,Speech at the Military Academy Diploma and Starboard Handover Ceremony,PresSpeech573.txt,https://www.tccb.gov.tr/konusmalar/353/109483/harp-okullari-diploma-ve-sancak-devir-teslim-toreninde-yaptiklari-konusma-
30.08.2019,30 Ağustos Resepsiyonu’nda Yaptıkları Konuşma,Speech at the 30 August Reception,PresSpeech574.txt,https://www.tccb.gov.tr/konusmalar/353/109465/30-agustos-resepsiyonu-nda-yaptiklari-konusma
29.08.2019,Radyo ve Televizyon Gazetecileri Derneği Ödül Töreninde Yaptıkları Konuşma,Speech at the Radio and Television Journalists Association Award Ceremony,PresSpeech575.txt,https://www.tccb.gov.tr/konusmalar/353/109462/radyo-ve-televizyon-gazetecileri-dernegi-odul-toreninde-yaptiklari-konusma
27.08.2019,Rusya Uluslararası Uzay ve Havacılık Fuarı Açılış Töreninde Yaptıkları Konuşma,Speech at the Opening Ceremony of the Russian International Space and Aviation Fair,PresSpeech576.txt,https://www.tccb.gov.tr/konusmalar/353/109387/rusya-uluslararasi-uzay-ve-havacilik-fuari-acilis-toreninde-yaptiklari-konusma
26.08.2019,Malazgirt Zaferi’nin 948. Yıldönümü Kutlama Programında Yaptıkları Konuşma ,Speech at the Celebration Program of the 948th Anniversary of the Manzikert Victory,PresSpeech577.txt,https://www.tccb.gov.tr/konusmalar/353/109350/malazgirt-zaferi-nin-948-yildonumu-kutlama-programinda-yaptiklari-konusma-
25.08.2019,Trabzon Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Trabzon Mass Opening Ceremony,PresSpeech578.txt,https://www.tccb.gov.tr/konusmalar/353/109374/trabzon-toplu-acilis-toreninde-yaptiklari-konusma
24.08.2019,Ak Parti Rize İl Başkanlığında Yaptıkları Konuşma,Speech by AK Party Rize Provincial Presidency,PresSpeech579.txt,https://www.tccb.gov.tr/konusmalar/353/109373/ak-parti-rize-il-baskanliginda-yaptiklari-konusma
24.08.2019,Rize Toplu Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Rize Mass Opening Ceremony,PresSpeech580.txt,https://www.tccb.gov.tr/konusmalar/353/109372/rize-toplu-acilis-toreninde-yaptiklari-konusma
24.08.2019,Artvin Yusufeli’nde Halka Hitapları,Public Addresses in Artvin Yusufeli,PresSpeech581.txt,https://www.tccb.gov.tr/konusmalar/353/109371/artvin-yusufeli-nde-halka-hitaplari
23.08.2019,Jandarma ve Sahil Güvenlik Akademisi Başkanlığı Subay ve Astsubay Mezuniyet Töreninde Yaptıkları Konuşma,The Speech of the Gendarmerie and Coast Guard Academy at the Officer and NCO Graduation Ceremony,PresSpeech582.txt,https://www.tccb.gov.tr/konusmalar/353/109346/jandarma-ve-sahil-guvenlik-akademisi-baskanligi-subay-ve-astsubay-mezuniyet-toreninde-yaptiklari-konusma
23.08.2019,Ak Parti’nin 18. Kuruluş Yıl Dönümü Programında Yaptıkları Konuşma,Ak Party's 18th Anniversary Speech,PresSpeech583.txt,https://www.tccb.gov.tr/konusmalar/353/109338/ak-parti-nin-18-kurulus-yil-donumu-programinda-yaptiklari-konusma
06.08.2019,11. Büyükelçiler Konferansında Yaptıkları Konuşma ,Speech at the 11th Ambassadors Conference,PresSpeech584.txt,https://www.tccb.gov.tr/konusmalar/353/107218/11-buyukelciler-konferansinda-yaptiklari-konusma-
04.08.2019,Ak Parti Bursa İl Başkanlığı Teşkilat Yemeğinde Yaptıkları Konuşma ,Speech at the Organization Dinner of the AK Party Bursa Provincial Presidency,PresSpeech585.txt,https://www.tccb.gov.tr/konusmalar/353/107208/ak-parti-bursa-il-baskanligi-teskilat-yemeginde-yaptiklari-konusma-
04.08.2019,Bursa Şehir Hastanesi Ve İstanbul-İzmir Otoyolu Ortak Açılış Töreni Bursa-İzmir Otoyolu Açılış Töreninde Yaptıkları Konuşma,Bursa City Hospital and Istanbul-İzmir Highway Joint Opening Ceremony Speech at the Bursa-İzmir Highway Opening Ceremony,PresSpeech586.txt,https://www.tccb.gov.tr/konusmalar/353/107207/bursa-sehir-hastanesi-ve-istanbul-izmir-otoyolu-ortak-acilis-toreni-bursa-izmir-otoyolu-acilis-toreninde-yaptiklari-konusma
03.08.2019,İstanbul Süryani Kadim Vakfı Mor Efrem Süryani Kadim Ortodoks Kilisesi Temel Atma Töreninde Yaptıkları   Konuşma ,Speech at the Groundbreaking Ceremony of the Istanbul Syriac Foundation Mor Efrem Syriac Ancient Orthodox Church,PresSpeech587.txt,https://www.tccb.gov.tr/konusmalar/353/107206/istanbul-suryani-kadim-vakfi-mor-efrem-suryani-kadim-ortodoks-kilisesi-temel-atma-toreninde-yaptiklari-konusma-
26.07.2019,TİGEM 69. Geleneksel Hasat Bayramı’nda Yaptıkları Konuşma,TİGEM Speech at the 69th Traditional Harvest Festival,PresSpeech588.txt,https://www.tccb.gov.tr/konusmalar/353/107161/tigem-69-geleneksel-hasat-bayrami-nda-yaptiklari-konusma
26.07.2019,Genişletilmiş İl Başkanları Toplantısında Yaptıkları Konuşma,Speech Delivered at the Extended Provincial Presidents Meeting,PresSpeech589.txt,https://www.tccb.gov.tr/konusmalar/353/107147/genisletilmis-il-baskanlari-toplantisinda-yaptiklari-konusma
25.07.2019,Malezya Başbakanı Mahathir Mohamad’a “Cumhuriyet Nişanı” Tevcih Töreninde Yaptıkları Konuşma,"Speech to Malaysian Prime Minister Mahathir Mohamad at the ""Order of the Republic"" Anniversary Ceremony",PresSpeech590.txt,https://www.tccb.gov.tr/konusmalar/353/107145/malezya-basbakani-mahathir-mohamad-a-cumhuriyet-nisani-tevcih-toreninde-yaptiklari-konusma
15.07.2019,Hafıza 15 Temmuz Müzesi Açılış Töreninde Yaptıkları Konuşma,Speech at the Opening Ceremony of the Memory 15 July Museum,PresSpeech591.txt,https://www.tccb.gov.tr/konusmalar/353/107088/hafiza-15-temmuz-muzesi-acilis-toreninde-yaptiklari-konusma
15.07.2019,Atatürk Havalimanı’nda Halka Hitapları,Public Addresses at Atatürk Airport,PresSpeech592.txt,https://www.tccb.gov.tr/konusmalar/353/107087/ataturk-havalimani-nda-halka-hitaplari
15.07.2019,Ankara Emniyet Müdürlüğü Yeni Binasının Açılış Töreninde Yapıkları Konuşma,Speech Delivered at the Opening Ceremony of Ankara Police Department New Building,PresSpeech593.txt,https://www.tccb.gov.tr/konusmalar/353/107085/ankara-emniyet-mudurlugu-yeni-binasinin-acilis-toreninde-yapiklari-konusma
10.07.2019,Hak-İş 14. Olağan Genel Kurulu’nda Yaptıkları Konuşma,Speech at the 14th Ordinary General Assembly of Hak-İş,PresSpeech594.txt,https://www.tccb.gov.tr/konusmalar/353/107032/hak-is-14-olagan-genel-kurulu-nda-yaptiklari-konusma
09.07.2019,Güneydoğu Avrupa İşbirliği Süreci Zirvesi’nde Yaptıkları Konuşma,Speech at the Southeast European Cooperation Process Summit,PresSpeech595.txt,https://www.tccb.gov.tr/konusmalar/353/107023/guneydogu-avrupa-isbirligi-sureci-zirvesi-nde-yaptiklari-konusma
05.07.2019,Milli Savunma Üniversitesi  Mezuniyet Töreninde Yaptıkları Konuşma,Speech at the National Defense University Graduation Ceremony,PresSpeech596.txt,https://www.tccb.gov.tr/konusmalar/353/106965/milli-savunma-universitesi-mezuniyet-toreninde-yaptiklari-konusma
03.07.2019,8. Uluslararası Öğrenciler Mezuniyet Töreninde Yaptıkları Konuşma,8. International Students' Speech at the Graduation Ceremony,PresSpeech597.txt,https://www.tccb.gov.tr/konusmalar/353/106927/8-uluslararasi-ogrenciler-mezuniyet-toreninde-yaptiklari-konusma
01.07.2019,Japon İşadamlarıyla Buluşma Toplantısında Yaptıkları Konuşma,Speech by Japanese Businessmen at the Meeting Meeting,PresSpeech598.txt,https://www.tccb.gov.tr/konusmalar/353/106899/japon-isadamlariyla-bulusma-toplantisinda-yaptiklari-konusma
30.06.2019,Japonya’daki Türk Toplumuyla Buluşma Programında Yaptıkları Konuşma,Their Speech at the Program to Meet with the Turkish Community in Japan,PresSpeech599.txt,https://www.tccb.gov.tr/konusmalar/353/106889/japonya-daki-turk-toplumuyla-bulusma-programinda-yaptiklari-konusma
30.06.2019,Japonya'da Ara Güler Sergisi'nin Açılışında Yaptıkları Konuşma,Speech at the Opening of the Ara Güler Exhibition in Japan,PresSpeech600.txt,https://www.tccb.gov.tr/konusmalar/353/106888/japonya-da-ara-guler-sergisi-nin-acilisinda-yaptiklari-konusma
29.06.2019,G-20 Zirvesi Nedeniyle Bulunduğu Osaka’da Düzenlediği Basın Toplantısında Yaptıkları Konuşma,Speech at the Press Conference Held in Osaka Due to the G-20 Summit,PresSpeech601.txt,https://www.tccb.gov.tr/konusmalar/353/106887/g-20-zirvesi-nedeniyle-bulundugu-osaka-da-duzenledigi-basin-toplantisinda-yaptiklari-konusma
27.06.2019,Mukogawa Kadın Üniversitesi’nde Fahri Doktora Unvanı Tevdi Töreninde Yaptıkları Konuşma,Speech at the Honorary Doctorate Award Ceremony at Mukogawa Women's University,PresSpeech602.txt,https://www.tccb.gov.tr/konusmalar/353/105801/mukogawa-kadin-universitesi-nde-fahri-doktora-unvani-tevdi-toreninde-yaptiklari-konusma
25.06.2019,AK Parti Grup Toplantısı'nda Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech603.txt,https://www.tccb.gov.tr/konusmalar/353/105783/ak-parti-grup-toplantisi-nda-yaptiklari-konusma
24.06.2019,İstanbul Biz Birlikte Türkiye’yiz Buluşmasında Yaptıkları Konuşma,Their Speech at the Istanbul We Are Turkey Together Meeting,PresSpeech604.txt,https://www.tccb.gov.tr/konusmalar/353/105776/istanbul-biz-birlikte-turkiye-yiz-bulusmasinda-yaptiklari-konusma
20.06.2019,Bahçelievler Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Bahçelievler Mass Opening Ceremony,PresSpeech605.txt,https://www.tccb.gov.tr/konusmalar/353/105758/bahcelievler-toplu-acilis-toreninde-yaptiklari-konusma
20.06.2019,Uluslararası Basın Kuruluşları Temsilcileri Toplantısında Yaptıkları Konuşma,Speech at the Meeting of Representatives of International Press Organizations,PresSpeech606.txt,https://www.tccb.gov.tr/konusmalar/353/105755/uluslararasi-basin-kuruluslari-temsilcileri-toplantisinda-yaptiklari-konusma
19.06.2019,“İstanbul Biz Birlikte Türkiye’yiz” Buluşmasında Yaptıkları Konuşma,"Speech at the ""Istanbul We Are Turkey Together"" Meeting",PresSpeech607.txt,https://www.tccb.gov.tr/konusmalar/353/105740/-istanbul-biz-birlikte-turkiye-yiz-bulusmasinda-yaptiklari-konusma
19.06.2019,Sancaktepe Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Sancaktepe Mass Opening Ceremony,PresSpeech608.txt,https://www.tccb.gov.tr/konusmalar/353/105735/sancaktepe-toplu-acilis-toreninde-yaptiklari-konusma
18.06.2019,Trabzon Yaşlıları Koruma Derneği Akşam Yemeğinde Yaptıkları Konuşma,"Trabzon Elderly Protection Association, Speech at the Dinner",PresSpeech609.txt,https://www.tccb.gov.tr/konusmalar/353/105721/trabzon-yaslilari-koruma-dernegi-aksam-yemeginde-yaptiklari-konusma
18.06.2019,Sultangazi Toplu Açılış Töreninde Yaptıkları Konuşma,Speech at the Sultangazi Mass Opening Ceremony,PresSpeech610.txt,https://www.tccb.gov.tr/konusmalar/353/105718/sultangazi-toplu-acilis-toreninde-yaptiklari-konusma
17.06.2019,94 Ruhuyla Cihannüma ve Kadim Dostlar Buluşmasında Yaptıkları Konuşma,The Speech Given at the Meeting of Cihannüma and Ancient Friends with the Spirit of 94,PresSpeech611.txt,https://www.tccb.gov.tr/konusmalar/353/105705/94-ruhuyla-cihannuma-ve-kadim-dostlar-bulusmasinda-yaptiklari-konusma
16.06.2019,İhracatın Şampiyonları Ödül Töreni ve Türkiye İhracatçılar Meclisi Olağan Genel Kurulu’nda Yaptıkları Konuşma,Champions of Export Award Ceremony and Speech at the Ordinary General Assembly of the Turkish Exporters Assembly,PresSpeech612.txt,https://www.tccb.gov.tr/konusmalar/353/105698/ihracatin-sampiyonlari-odul-toreni-ve-turkiye-ihracatcilar-meclisi-olagan-genel-kurulu-nda-yaptiklari-konusma
15.06.2019,Asya’da İşbirliği ve Güven Artırıcı Önlemler Konferansı 5. Zirvesinde Yaptıkları Konuşma,Speech at the 5th Summit of the Conference on Cooperation and Confidence-Building Measures in Asia,PresSpeech613.txt,https://www.tccb.gov.tr/konusmalar/353/105687/asya-da-isbirligi-ve-guven-artirici-onlemler-konferansi-5-zirvesinde-yaptiklari-konusma
12.06.2019,AK Parti Grup Toplantısında Yaptıkları Konuşma,Speech at the AK Party Group Meeting,PresSpeech614.txt,https://www.tccb.gov.tr/konusmalar/353/105639/ak-parti-grup-toplantisinda-yaptiklari-konusma
31.05.2019,Büyük Üsküdar İftarında Yaptıkları Konuşma,Their Speech at the Great Üsküdar Iftar,PresSpeech615.txt,https://www.tccb.gov.tr/konusmalar/353/105626/buyuk-uskudar-iftarinda-yaptiklari-konusma
31.05.2019,Yargı Reformu Stratejisi Programı’nda Yaptıkları Konuşma,Speech at the Judicial Reform Strategy Program,PresSpeech616.txt,https://www.tccb.gov.tr/konusmalar/353/105577/yargi-reformu-stratejisi-programi-nda-yaptiklari-konusma
30.05.2019,Yargı Çalışanları ile İftar Programında Yaptıkları Konuşma,Conversation with Judicial Staff at the Iftar Program,PresSpeech617.txt,https://www.tccb.gov.tr/konusmalar/353/105578/yargi-calisanlari-ile-iftar-programinda-yaptiklari-konusma
29.05.2019,İstanbul’un Fethinin 566. Yılı Kutlamaları ve İftar Programında Yaptıkları Konuşma,Celebrations of the 566th Anniversary of the Conquest of Istanbul and their Speech at the Iftar Program,PresSpeech618.txt,https://www.tccb.gov.tr/konusmalar/353/105561/istanbul-un-fethinin-566-yili-kutlamalari-ve-iftar-programinda-yaptiklari-konusma
26.05.2019,AK Parti İstanbul Mahalle Başkanları ile İftar Programında Yaptıkları Konuşma,Speech with AK Party Istanbul Neighborhood Heads at the Iftar Program,PresSpeech619.txt,https://www.tccb.gov.tr/konusmalar/353/105530/ak-parti-istanbul-mahalle-baskanlari-ile-iftar-programinda-yaptiklari-konusma
25.05.2019,Sanatçı ve Sporcular ile İftar Programında Yaptıkları Konuşma,Conversation with Artists and Athletes at the Iftar Program,PresSpeech620.txt,https://www.tccb.gov.tr/konusmalar/353/105529/sanatci-ve-sporcular-ile-iftar-programinda-yaptiklari-konusma
24.05.2019,İstanbul Esnaf ve Sanatkârları ile İftar Programında Yaptıkları Konuşma,Speech with Istanbul Tradesmen and Craftsmen at the Iftar Program,PresSpeech621.txt,https://www.tccb.gov.tr/konusmalar/353/105527/istanbul-esnaf-ve-sanatk-rlari-ile-iftar-programinda-yaptiklari-konusma
23.05.2019,Çalışma Meclisi’nin 12. Toplantısı’nda Yaptıkları Konuşma,Speech Delivered at the 12th Meeting of the Working Council,PresSpeech622.txt,https://www.tccb.gov.tr/konusmalar/353/105531/calisma-meclisi-nin-12-toplantisi-nda-yaptiklari-konusma
23.05.2019,2019 Prof. Dr. Fuat Sezgin Yılı Toplantısı'nda Yaptıkları Konuşma,2019 Prof. Dr. Speech by Fuat Sezgin at the Annual Meeting,PresSpeech623.txt,https://www.tccb.gov.tr/konusmalar/353/105482/2019-prof-dr-fuat-sezgin-yili-toplantisi-nda-yaptiklari-konusma
23.05.2019,Sağlık Çalışanları İle İftar Programında Yaptıkları Konuşma,Conversation with Healthcare Professionals at the Iftar Program,PresSpeech624.txt,https://www.tccb.gov.tr/konusmalar/353/105501/saglik-calisanlari-ile-iftar-programinda-yaptiklari-konusma
22.05.2019,Adli Yargı Hâkim ve Cumhuriyet Savcısı Kura Töreninde Yaptıkları Konuşma,Speech of the Judicial Judge and the Public Prosecutor at the Drawing Ceremony,PresSpeech625.txt,https://www.tccb.gov.tr/konusmalar/353/105462/adli-yargi-h-kim-ve-cumhuriyet-savcisi-kura-toreninde-yaptiklari-konusma
22.05.2019,Eğitim Çalışanları ile İftar Programında Yaptıkları Konuşma,Conversation with Education Staff at the Iftar Program,PresSpeech626.txt,https://www.tccb.gov.tr/konusmalar/353/105472/egitim-calisanlari-ile-iftar-programinda-yaptiklari-konusma
21.05.2019,Tüm Dönem Milletvekilleri ile İftar Programında Yaptıkları Konuşma,Speech with All Term Deputies at the Iftar Program,PresSpeech627.txt,https://www.tccb.gov.tr/konusmalar/353/105452/tum-donem-milletvekilleri-ile-iftar-programinda-yaptiklari-konusma
20.05.2019,İstanbul Muhtarları İle İftar Programında Yaptıkları Konuşma,Speech with the Heads of Istanbul at the Iftar Program,PresSpeech628.txt,https://www.tccb.gov.tr/konusmalar/353/105427/istanbul-muhtarlari-ile-iftar-programinda-yaptiklari-konusma
19.05.2019,"19 Mayıs Atatürk’ü Anma, Gençlik ve Spor Bayramı 100. Yıl Törenlerinde Yaptıkları Konuşma","Speech at the Centenary Ceremonies of the 19 May Commemoration of Atatürk, Youth and Sports Day",PresSpeech629.txt,https://www.tccb.gov.tr/konusmalar/353/105430/19-mayis-ataturk-u-anma-genclik-ve-spor-bayrami-100-yil-torenlerinde-yaptiklari-konusma
19.05.2019,Gençler ve Sporcularla İftar Programında Yaptıkları Konuşma,Conversation with Youth and Athletes at the Iftar Program,PresSpeech630.txt,https://www.tccb.gov.tr/konusmalar/353/105435/gencler-ve-sporcularla-iftar-programinda-yaptiklari-konusma
16.05.2019,İç Güvenlik Birimleri ile İftar Programında Yaptıkları Konuşma,Conversation with Homeland Security Units at the Iftar Program,PresSpeech631.txt,https://www.tccb.gov.tr/konusmalar/353/105398/ic-guvenlik-birimleri-ile-iftar-programinda-yaptiklari-konusma
14.05.2019,Çiftçiler ile İftar Programında Yaptıkları Konuşma,Conversation with Farmers at the Iftar Program,PresSpeech632.txt,https://www.tccb.gov.tr/konusmalar/353/105381/ciftciler-ile-iftar-programinda-yaptiklari-konusma
13.05.2019,AK Parti Milletvekilleri ile İftar Programında Yaptıkları Konuşma,Conversation with AK Party Deputies at the Iftar Program,PresSpeech633.txt,https://www.tccb.gov.tr/konusmalar/353/105395/ak-parti-milletvekilleri-ile-iftar-programinda-yaptiklari-konusma
12.05.2019,Geleneksel Beyoğlu İftar Programında Yaptıkları Konuşma,Speech at the Traditional Beyoğlu Iftar Program,PresSpeech634.txt,https://www.tccb.gov.tr/konusmalar/353/105364/geleneksel-beyoglu-iftar-programinda-yaptiklari-konusma
11.05.2019,39. Geleneksel Birlik Vakfı İftar Programında Yaptıkları Konuşma,The Speech Delivered at the 39th Traditional Union Foundation Iftar Program,PresSpeech635.txt,https://www.tccb.gov.tr/konusmalar/353/105351/39-geleneksel-birlik-vakfi-iftar-programinda-yaptiklari-konusma
10.05.2019,Büyükelçiler ile İftar Programında Yaptıkları Konuşma,Speech with Ambassadors at the Iftar Program,PresSpeech636.txt,https://www.tccb.gov.tr/konusmalar/353/105348/buyukelciler-ile-iftar-programinda-yaptiklari-konusma
10.05.2019,Kuzey Yıldızı Camii Ve Külliyesi’nin Açılış Programında Yaptıkları Konuşma,Speech at the Opening Program of the North Star Mosque and Complex,PresSpeech637.txt,https://www.tccb.gov.tr/konusmalar/353/105346/kuzey-yildizi-camii-ve-kulliyesi-nin-acilis-programinda-yaptiklari-konusma
09.05.2019,Milli Savunma Üniversitesi Öğrencileri ile İftar Programında Yaptığı Konuşma,His Speech with the Students of the National Defense University at the Iftar Program,PresSpeech638.txt,https://www.tccb.gov.tr/konusmalar/353/105291/milli-savunma-universitesi-ogrencileri-ile-iftar-programinda-yaptigi-konusma
09.05.2019,Reform Eylem Grubu Toplantısı Öncesi Yaptıkları Konuşma,Speech Before the Reform Action Group Meeting,PresSpeech639.txt,https://www.tccb.gov.tr/konusmalar/353/105309/reform-eylem-grubu-toplantisi-oncesi-yaptiklari-konusma
09.05.2019,“Ankara’nın Enleri” Ödül Töreni ile Sanayici ve İş Adamları ile İftar Buluşmasında  Yaptıkları Konuşma,“The Best of Ankara” Award Ceremony and the Speech of Industrialists and Businessmen at the Iftar Meeting,PresSpeech640.txt,https://www.tccb.gov.tr/konusmalar/353/105317/-ankara-nin-enleri-odul-toreni-ile-sanayici-ve-is-adamlari-ile-iftar-bulusmasinda-yaptiklari-konusma
04.05.2019,MÜSİAD 25. Olağan Genel Kurulu ve  Genel Merkez Binası Açılış Töreninde Yaptıkları Konuşma,Speech Delivered at the Opening Ceremony of MUSIAD's 25th Ordinary General Assembly and Headquarters Building,PresSpeech641.txt,https://www.tccb.gov.tr/konusmalar/353/105263/musiad-25-olagan-genel-kurulu-ve-genel-merkez-binasi-acilis-toreninde-yaptiklari-konusma
03.05.2019,Türkiye İnovasyon Haftası İnovalig Ödül Töreni’nde Yaptıkları Konuşma,Speech at the Turkey Innovation Week Inovalig Award Ceremony,PresSpeech642.txt,https://www.tccb.gov.tr/konusmalar/353/118084/turkiye-inovasyon-haftasi-inovalig-odul-toreni-nde-yaptiklari-konusma
02.05.2019,7. Aile Şûrasında Yaptığı Konuşma,His Speech at the 7th Family Council,PresSpeech643.txt,https://www.tccb.gov.tr/konusmalar/353/105228/7-aile-s-rasinda-yaptigi-konusma
02.05.2019,TOBB’un 75. Genel Kurulu’nda Yaptıkları Konuşma,Speech at the 75th General Assembly of TOBB,PresSpeech644.txt,https://www.tccb.gov.tr/konusmalar/353/105227/tobb-un-75-genel-kurulu-nda-yaptiklari-konusma
01.05.2019,1 Mayıs Emek Ve Dayanışma Gününde Yaptıkları Konuşma,Their Speech on May 1 Labor and Solidarity Day,PresSpeech645.txt,https://www.tccb.gov.tr/konusmalar/353/105217/1-mayis-emek-ve-dayanisma-gununde-yaptiklari-konusma
30.04.2019,IDEF’19 14. Uluslararası Savunma Sanayii Fuarında Yaptıkları Konuşma,Speech at IDEF'19 14th International Defense Industry Fair,PresSpeech646.txt,https://www.tccb.gov.tr/konusmalar/353/105226/idef-19-14-uluslararasi-savunma-sanayii-fuarinda-yaptiklari-konusma
30.04.2019,4. Ticaret Müşavirleri Konferansında Yaptıkları Konuşma,Speech at the 4th Business Advisors Conference,PresSpeech647.txt,https://www.tccb.gov.tr/konusmalar/353/105218/4-ticaret-musavirleri-konferansinda-yaptiklari-konusma
19.04.2019,Uluslararası “İşin Geleceği: Tehditler Ve Fırsatlar” Konferansında Yaptıkları Konuşma,Speech at the International Conference on “The Future of Work: Threats and Opportunities”,PresSpeech648.txt,https://www.tccb.gov.tr/konusmalar/353/105046/uluslararasi-isin-gelecegi-tehditler-ve-firsatlar-konferansinda-yaptiklari-konusma
31.03.2019,31 Mart 2019 Yerel Seçimler Sonrası Yaptıkları Balkon Konuşması,"Balcony Speech After March 31, 2019 Local Elections",PresSpeech649.txt,https://www.tccb.gov.tr/konusmalar/353/103807/31-mart-2019-yerel-secimler-sonrasi-yaptiklari-balkon-konusmasi
22.03.2019,İslam İşbirliği Teşkilatı Acil İcra Komitesi Toplantısında Yaptıkları Konuşma,Speech Delivered at the Emergency Executive Committee Meeting of the Organization of Islamic Cooperation,PresSpeech650.txt,https://www.tccb.gov.tr/konusmalar/353/102639/islam-isbirligi-teskilati-acil-icra-komitesi-toplantisinda-yaptiklari-konusma
18.03.2019,18 Mart Şehitleri Anma Günü ve Çanakkale Zaferinin 104. Yılı Töreninde Yaptıkları Konuşma,Speech of March 18 Martyrs' Day and 104th Anniversary of Çanakkale Victory,PresSpeech651.txt,https://www.tccb.gov.tr/konusmalar/353/102531/18-mart-sehitleri-anma-gunu-ve-canakkale-zaferinin-104-yili-toreninde-yaptiklari-konusma
09.03.2019,TÜGVA 5. Gençlik Buluşmasında Yaptıkları Konuşma,Speech at the 5th TÜGVA Youth Meeting,PresSpeech652.txt,https://www.tccb.gov.tr/konusmalar/353/102427/tugva-5-genclik-bulusmasinda-yaptiklari-konusma
08.03.2019,“Aynı Gök Kubbe Altında Gönül Dilimiz” Adlı 8 Mart Dünya Kadınlar Günü Buluşmasında Yaptıkları Konuşma,"Their Speech at the 8 March International Women's Day Meeting titled ""Our Heart Language Under the Same Sky Dome""",PresSpeech653.txt,https://www.tccb.gov.tr/konusmalar/353/102426/-ayni-gok-kubbe-altinda-gonul-dilimiz-adli-8-mart-dunya-kadinlar-gunu-bulusmasinda-yaptiklari-konusma
08.03.2019,Göbeklitepe Ören Yeri Resmi Açılış Töreninde Yaptıkları Konuşma,Speech at the Official Opening Ceremony of Göbeklitepe Ruins,PresSpeech654.txt,https://www.tccb.gov.tr/konusmalar/353/102425/gobeklitepe-oren-yeri-resmi-acilis-toreninde-yaptiklari-konusma
06.03.2019,“Türkiye’nin En Büyük Çiftçi Ailesi Milletin Evinde” Programında Yaptıkları Konuşma,"Speech in the Program ""Turkey's Largest Farmer's Family is at the Nation's House""",PresSpeech655.txt,https://www.tccb.gov.tr/konusmalar/353/102445/-turkiye-nin-en-buyuk-ciftci-ailesi-milletin-evinde-programinda-yaptiklari-konusma
20.02.2019,Birinci Yaşlılık Şûrasında Yaptıkları Konuşma,Their Speech at the First Council on Aging,PresSpeech656.txt,https://www.tccb.gov.tr/konusmalar/353/102074/birinci-yaslilik-s-rasinda-yaptiklari-konusma
19.02.2019,Budapeşte Süreci 6. Bakanlar Konferansı Konuk Bakan ve Heyet Başkanları Onuruna Akşam Yemeğinde Yaptıkları Konuşma,Budapest Process 6th Ministerial Conference Guest Ministers and Heads of Delegation Speeches at the Dinner in Honor of,PresSpeech657.txt,https://www.tccb.gov.tr/konusmalar/353/102067/budapeste-sureci-6-bakanlar-konferansi-konuk-bakan-ve-heyet-baskanlari-onuruna-aksam-yemeginde-yaptiklari-konusma
13.02.2019,Türkiye Esnaf Buluşmasında Yaptıkları Konuşma,Speech at the Turkey Tradesman Meeting,PresSpeech658.txt,https://www.tccb.gov.tr/konusmalar/353/102214/turkiye-esnaf-bulusmasinda-yaptiklari-konusma
10.02.2019,Atatürk Kültür Merkezi Temel Atma Töreninde Yaptıkları Konuşma,Speech at the Atatürk Cultural Center Groundbreaking Ceremony,PresSpeech659.txt,https://www.tccb.gov.tr/konusmalar/353/102213/ataturk-kultur-merkezi-temel-atma-toreninde-yaptiklari-konusma
